"epiweek";"epiyear";"fx_etaria";"Median";"LS";"LI";"LSb";"LIb";"media.movel";"casos.notificados";"DS_UF_SIGLA";"tendencia_3_semanas";"tendencia_6_semanas";"SG_UF_NOT";"CO_MUN_NOT"
21;2023;"> 12";NA;NA;NA;NA;NA;7;8;"AC";0;0,5;12;120040
22;2023;"> 12";NA;NA;NA;NA;NA;6;4;"AC";0;0,5;12;120040
23;2023;"> 12";NA;NA;NA;NA;NA;5;7;"AC";0;0,5;12;120040
24;2023;"> 12";NA;NA;NA;NA;NA;5;4;"AC";0;0,5;12;120040
25;2023;"> 12";NA;NA;NA;NA;NA;6;3;"AC";0;0,5;12;120040
26;2023;"> 12";NA;NA;NA;NA;NA;7;11;"AC";0;0,5;12;120040
27;2023;"> 12";NA;NA;NA;NA;NA;9;7;"AC";0;0,5;12;120040
28;2023;"> 12";NA;NA;NA;NA;NA;9;10;"AC";0;0,5;12;120040
29;2023;"> 12";NA;NA;NA;NA;NA;8;11;"AC";0;0,5;12;120040
30;2023;"> 12";NA;NA;NA;NA;NA;8;4;"AC";0;0,5;12;120040
31;2023;"> 12";NA;NA;NA;NA;NA;6;9;"AC";0;0,5;12;120040
32;2023;"> 12";NA;NA;NA;NA;NA;5;5;"AC";0;0,5;12;120040
33;2023;"> 12";NA;NA;NA;NA;NA;3;1;"AC";0;0,5;12;120040
34;2023;"> 12";NA;NA;NA;NA;NA;4;4;"AC";0;0,5;12;120040
35;2023;"> 12";NA;NA;NA;NA;NA;5;8;"AC";0;0,5;12;120040
36;2023;"> 12";NA;NA;NA;NA;NA;5;2;"AC";0;0,5;12;120040
38;2023;"> 12";NA;NA;NA;NA;NA;3;4;"AC";0;0,5;12;120040
39;2023;"> 12";NA;NA;NA;NA;NA;3;2;"AC";0;0,5;12;120040
40;2023;"> 12";NA;NA;NA;NA;NA;3;3;"AC";0;0,5;12;120040
41;2023;"> 12";NA;NA;NA;NA;NA;4;3;"AC";0;0,5;12;120040
42;2023;"> 12";NA;NA;NA;NA;NA;5;6;"AC";0;0,5;12;120040
43;2023;"> 12";NA;NA;NA;NA;NA;5;5;"AC";0;0,5;12;120040
44;2023;"> 12";NA;NA;NA;NA;NA;5;3;"AC";0;0,5;12;120040
45;2023;"> 12";NA;NA;NA;NA;NA;4;6;"AC";0;0,5;12;120040
46;2023;"> 12";NA;NA;NA;NA;NA;6;3;"AC";0;0,5;12;120040
47;2023;"> 12";NA;NA;NA;NA;NA;4;8;"AC";0;0,5;12;120040
48;2023;"> 12";NA;NA;NA;NA;NA;5;2;"AC";0;0,5;12;120040
49;2023;"> 12";NA;NA;NA;NA;NA;4;6;"AC";0;0,5;12;120040
50;2023;"> 12";NA;NA;NA;NA;NA;3;3;"AC";0;0,5;12;120040
51;2023;"> 12";NA;NA;NA;NA;NA;2;1;"AC";0;0,5;12;120040
52;2023;"> 12";NA;NA;NA;NA;NA;3;1;"AC";0;0,5;12;120040
1;2024;"> 12";NA;NA;NA;NA;NA;4;7;"AC";0;0,5;12;120040
2;2024;"> 12";NA;NA;NA;NA;NA;5;5;"AC";0;0,5;12;120040
3;2024;"> 12";NA;NA;NA;NA;NA;5;4;"AC";0;0,5;12;120040
4;2024;"> 12";NA;NA;NA;NA;NA;5;5;"AC";0;0,5;12;120040
5;2024;"> 12";NA;NA;NA;NA;NA;7;7;"AC";0;0,5;12;120040
6;2024;"> 12";NA;NA;NA;NA;NA;6;8;"AC";0;0,5;12;120040
7;2024;"> 12";NA;NA;NA;NA;NA;5;4;"AC";0;0,5;12;120040
8;2024;"> 12";NA;NA;NA;NA;NA;5;4;"AC";0;0,5;12;120040
9;2024;"> 12";NA;NA;NA;NA;NA;6;7;"AC";0;0,5;12;120040
10;2024;"> 12";NA;NA;NA;NA;NA;6;7;"AC";0;0,5;12;120040
11;2024;"> 12";NA;NA;NA;NA;NA;7;5;"AC";0;0,5;12;120040
12;2024;"> 12";NA;NA;NA;NA;NA;6;8;"AC";0;0,5;12;120040
13;2024;"> 12";NA;NA;NA;NA;NA;6;5;"AC";0;0,5;12;120040
14;2024;"> 12";NA;NA;NA;NA;NA;6;6;"AC";0;0,5;12;120040
15;2024;"> 12";NA;NA;NA;NA;NA;7;7;"AC";0;0,5;12;120040
16;2024;"> 12";NA;NA;NA;NA;NA;6;8;"AC";0;0,5;12;120040
17;2024;"> 12";NA;NA;NA;NA;NA;9;4;"AC";0;0,5;12;120040
18;2024;"> 12";NA;NA;NA;NA;NA;10;15;"AC";0;0,5;12;120040
19;2024;"> 12";NA;NA;NA;NA;NA;13;12;"AC";0;0,5;12;120040
20;2024;"> 12";NA;NA;NA;NA;NA;12;11;"AC";0;0,5;12;120040
21;2024;"> 12";NA;NA;NA;NA;NA;11;13;"AC";0;0,5;12;120040
22;2024;"> 12";NA;NA;NA;NA;NA;9;10;"AC";0;0,5;12;120040
23;2024;"> 12";NA;NA;NA;NA;NA;7;5;"AC";0;0,5;12;120040
24;2024;"> 12";NA;NA;NA;NA;NA;9;6;"AC";0;0,5;12;120040
25;2024;"> 12";NA;NA;NA;NA;NA;10;15;"AC";0;0,5;12;120040
26;2024;"> 12";NA;NA;NA;NA;NA;11;10;"AC";0;0,5;12;120040
27;2024;"> 12";NA;NA;NA;NA;NA;9;9;"AC";0;0,5;12;120040
28;2024;"> 12";NA;NA;NA;NA;NA;10;7;"AC";0;0,5;12;120040
29;2024;"> 12";NA;NA;NA;NA;NA;10;14;"AC";0;0,5;12;120040
30;2024;"> 12";NA;NA;NA;NA;NA;10;8;"AC";0;0,5;12;120040
31;2024;"> 12";NA;NA;NA;NA;NA;9;7;"AC";0;0,5;12;120040
32;2024;"> 12";NA;NA;NA;NA;NA;9;12;"AC";0;0,5;12;120040
33;2024;"> 12";NA;NA;NA;NA;NA;9;8;"AC";0;0,5;12;120040
34;2024;"> 12";NA;NA;NA;NA;NA;6;7;"AC";0;0,5;12;120040
35;2024;"> 12";NA;NA;NA;NA;NA;5;3;"AC";0;0,5;12;120040
36;2024;"> 12";NA;NA;NA;NA;NA;4;6;"AC";0;0,5;12;120040
37;2024;"> 12";NA;NA;NA;NA;NA;6;4;"AC";0;0,5;12;120040
38;2024;"> 12";NA;NA;NA;NA;NA;7;9;"AC";0;0,5;12;120040
39;2024;"> 12";NA;NA;NA;NA;NA;9;8;"AC";0;0,5;12;120040
40;2024;"> 12";NA;NA;NA;NA;NA;7;9;"AC";0;0,5;12;120040
41;2024;"> 12";NA;NA;NA;NA;NA;6;4;"AC";0;0,5;12;120040
42;2024;"> 12";NA;NA;NA;NA;NA;3;5;"AC";0;0,5;12;120040
43;2024;"> 12";NA;NA;NA;NA;NA;4;1;"AC";0;0,5;12;120040
44;2024;"> 12";NA;NA;NA;NA;NA;4;7;"AC";0;0,5;12;120040
45;2024;"> 12";NA;NA;NA;NA;NA;5;5;"AC";0;0,5;12;120040
47;2024;"> 12";NA;NA;NA;NA;NA;3;3;"AC";0;0,5;12;120040
48;2024;"> 12";NA;NA;NA;NA;NA;3;1;"AC";0;0,5;12;120040
49;2024;"> 12";NA;NA;NA;NA;NA;6;5;"AC";0;0,5;12;120040
50;2024;"> 12";NA;NA;NA;NA;NA;7;11;"AC";0;0,5;12;120040
51;2024;"> 12";NA;NA;NA;NA;NA;8;4;"AC";0;0,5;12;120040
52;2024;"> 12";NA;NA;NA;NA;NA;7;8;"AC";0;0,5;12;120040
1;2025;"> 12";NA;NA;NA;NA;NA;8;10;"AC";0;0,5;12;120040
2;2025;"> 12";NA;NA;NA;NA;NA;8;6;"AC";0;0,5;12;120040
3;2025;"> 12";NA;NA;NA;NA;NA;6;7;"AC";0;0,5;12;120040
4;2025;"> 12";NA;NA;NA;NA;NA;6;6;"AC";0;0,5;12;120040
5;2025;"> 12";NA;NA;NA;NA;NA;6;6;"AC";0;0,5;12;120040
6;2025;"> 12";NA;NA;NA;NA;NA;5;6;"AC";0;0,5;12;120040
7;2025;"> 12";NA;NA;NA;NA;NA;4;4;"AC";0;0,5;12;120040
8;2025;"> 12";NA;NA;NA;NA;NA;4;2;"AC";0;0,5;12;120040
9;2025;"> 12";NA;NA;NA;NA;NA;5;7;"AC";0;0,5;12;120040
10;2025;"> 12";NA;NA;NA;NA;NA;8;6;"AC";0;0,5;12;120040
11;2025;"> 12";NA;NA;NA;NA;NA;8;10;"AC";0;0,5;12;120040
12;2025;"> 12";NA;NA;NA;NA;NA;8;8;"AC";0;0,5;12;120040
13;2025;"> 12";NA;NA;NA;NA;NA;6;7;"AC";0;0,5;12;120040
14;2025;"> 12";NA;NA;NA;NA;NA;5;3;"AC";0;0,5;12;120040
15;2025;"> 12";NA;NA;NA;NA;NA;5;4;"AC";0;0,5;12;120040
16;2025;"> 12";NA;NA;NA;NA;NA;5;9;"AC";0;0,5;12;120040
17;2025;"> 12";NA;NA;NA;NA;NA;4;2;"AC";0;0,5;12;120040
18;2025;"> 12";NA;NA;NA;NA;NA;5;1;"AC";0;0,5;12;120040
19;2025;"> 12";NA;NA;NA;NA;NA;6;12;"AC";0;0,5;12;120040
20;2025;"> 12";NA;NA;NA;NA;NA;7;5;"AC";0;0,5;12;120040
21;2025;"> 12";NA;NA;NA;NA;NA;7;5;"AC";0;0,5;12;120040
22;2025;"> 12";NA;NA;NA;NA;NA;7;10;"AC";0;0,5;12;120040
23;2025;"> 12";NA;NA;NA;NA;NA;7;7;"AC";0;0,5;12;120040
24;2025;"> 12";NA;NA;NA;NA;NA;6;3;"AC";0;0,5;12;120040
25;2025;"> 12";NA;NA;NA;NA;NA;8;7;"AC";0;0,5;12;120040
26;2025;"> 12";NA;NA;NA;NA;NA;9;13;"AC";0;0,5;12;120040
27;2025;"> 12";NA;NA;NA;NA;NA;9;7;"AC";0;0,5;12;120040
28;2025;"> 12";NA;NA;NA;NA;NA;8;6;"AC";0;0,5;12;120040
29;2025;"> 12";NA;NA;NA;NA;NA;6;10;"AC";0;0,5;12;120040
30;2025;"> 12";NA;NA;NA;NA;NA;6;2;"AC";0;0,5;12;120040
31;2025;"> 12";NA;NA;NA;NA;NA;5;6;"AC";0;0,5;12;120040
32;2025;"> 12";NA;NA;NA;NA;NA;8;7;"AC";0;0,5;12;120040
33;2025;"> 12";NA;NA;NA;NA;NA;8;10;"AC";0;0,5;12;120040
34;2025;"> 12";NA;NA;NA;NA;NA;7;7;"AC";0;0,5;12;120040
35;2025;"> 12";NA;NA;NA;NA;NA;6;5;"AC";0;0,5;12;120040
36;2025;"> 12";NA;NA;NA;NA;NA;5;5;"AC";0;0,5;12;120040
37;2025;"> 12";NA;NA;NA;NA;NA;5;4;"AC";0;0,5;12;120040
38;2025;"> 12";NA;NA;NA;NA;NA;3;5;"AC";0;0,5;12;120040
39;2025;"> 12";NA;NA;NA;NA;NA;3;1;"AC";0;0,5;12;120040
40;2025;"> 12";NA;NA;NA;NA;NA;4;2;"AC";0;0,5;12;120040
41;2025;"> 12";NA;NA;NA;NA;NA;5;10;"AC";0;0,5;12;120040
42;2025;"> 12";NA;NA;NA;NA;NA;6;3;"AC";0;0,5;12;120040
43;2025;"> 12";NA;NA;NA;NA;NA;4;5;"AC";0;0,5;12;120040
44;2025;"> 12";NA;NA;NA;NA;NA;4;5;"AC";0;0,5;12;120040
45;2025;"> 12";NA;NA;NA;NA;NA;3;1;"AC";0;0,5;12;120040
46;2025;"> 12";NA;NA;NA;NA;NA;3;3;"AC";0;0,5;12;120040
47;2025;"> 12";NA;NA;NA;NA;NA;5;6;"AC";0;0,5;12;120040
48;2025;"> 12";NA;NA;NA;NA;NA;5;7;"AC";0;0,5;12;120040
49;2025;"> 12";NA;NA;NA;NA;NA;6;3;"AC";0;0,5;12;120040
50;2025;"> 12";NA;NA;NA;NA;NA;5;9;"AC";0;0,5;12;120040
51;2025;"> 12";NA;NA;NA;NA;NA;4;2;"AC";0;0,5;12;120040
52;2025;"> 12";NA;NA;NA;NA;NA;3;2;"AC";0;0,5;12;120040
53;2025;"> 12";NA;NA;NA;NA;NA;4;5;"AC";0;0,5;12;120040
1;2026;"> 12";NA;NA;NA;NA;NA;5;5;"AC";0;0,5;12;120040
2;2026;"> 12";NA;NA;NA;NA;NA;4;6;"AC";0;0,5;12;120040
3;2026;"> 12";NA;NA;NA;NA;NA;6;2;"AC";0;0,5;12;120040
4;2026;"> 12";NA;NA;NA;NA;NA;6;10;"AC";0;0,5;12;120040
5;2026;"> 12";NA;NA;NA;NA;NA;6;6;"AC";0;0,5;12;120040
6;2026;"> 12";2;2;2;2;2;5;2;"AC";0;0,5;12;120040
7;2026;"> 12";6;7;6;6;6;3;6;"AC";0;0,5;12;120040
8;2026;"> 12";1;2;1;1;1;3;1;"AC";0;0,5;12;120040
9;2026;"> 12";3;6;3;4;3;3;3;"AC";0;0,5;12;120040
10;2026;"> 12";5;11,025;2;6;3;NA;3;"AC";0;0,5;12;120040
1;2022;"> 12";NA;NA;NA;NA;NA;NA;96;"AL";1;1;27;270430
2;2022;"> 12";NA;NA;NA;NA;NA;103;103;"AL";1;1;27;270430
3;2022;"> 12";NA;NA;NA;NA;NA;102;111;"AL";1;1;27;270430
4;2022;"> 12";NA;NA;NA;NA;NA;95;93;"AL";1;1;27;270430
5;2022;"> 12";NA;NA;NA;NA;NA;68;81;"AL";1;1;27;270430
6;2022;"> 12";NA;NA;NA;NA;NA;41;31;"AL";1;1;27;270430
7;2022;"> 12";NA;NA;NA;NA;NA;19;12;"AL";1;1;27;270430
8;2022;"> 12";NA;NA;NA;NA;NA;11;13;"AL";1;1;27;270430
9;2022;"> 12";NA;NA;NA;NA;NA;10;9;"AL";1;1;27;270430
10;2022;"> 12";NA;NA;NA;NA;NA;7;9;"AL";1;1;27;270430
11;2022;"> 12";NA;NA;NA;NA;NA;5;4;"AL";1;1;27;270430
12;2022;"> 12";NA;NA;NA;NA;NA;6;2;"AL";1;1;27;270430
13;2022;"> 12";NA;NA;NA;NA;NA;5;11;"AL";1;1;27;270430
14;2022;"> 12";NA;NA;NA;NA;NA;6;3;"AL";1;1;27;270430
15;2022;"> 12";NA;NA;NA;NA;NA;5;5;"AL";1;1;27;270430
16;2022;"> 12";NA;NA;NA;NA;NA;6;6;"AL";1;1;27;270430
17;2022;"> 12";NA;NA;NA;NA;NA;7;6;"AL";1;1;27;270430
18;2022;"> 12";NA;NA;NA;NA;NA;8;10;"AL";1;1;27;270430
19;2022;"> 12";NA;NA;NA;NA;NA;9;7;"AL";1;1;27;270430
20;2022;"> 12";NA;NA;NA;NA;NA;7;10;"AL";1;1;27;270430
21;2022;"> 12";NA;NA;NA;NA;NA;10;4;"AL";1;1;27;270430
22;2022;"> 12";NA;NA;NA;NA;NA;12;15;"AL";1;1;27;270430
23;2022;"> 12";NA;NA;NA;NA;NA;20;18;"AL";1;1;27;270430
24;2022;"> 12";NA;NA;NA;NA;NA;30;27;"AL";1;1;27;270430
25;2022;"> 12";NA;NA;NA;NA;NA;43;44;"AL";1;1;27;270430
26;2022;"> 12";NA;NA;NA;NA;NA;50;57;"AL";1;1;27;270430
27;2022;"> 12";NA;NA;NA;NA;NA;42;49;"AL";1;1;27;270430
28;2022;"> 12";NA;NA;NA;NA;NA;29;19;"AL";1;1;27;270430
29;2022;"> 12";NA;NA;NA;NA;NA;16;18;"AL";1;1;27;270430
30;2022;"> 12";NA;NA;NA;NA;NA;14;12;"AL";1;1;27;270430
31;2022;"> 12";NA;NA;NA;NA;NA;11;12;"AL";1;1;27;270430
32;2022;"> 12";NA;NA;NA;NA;NA;9;9;"AL";1;1;27;270430
33;2022;"> 12";NA;NA;NA;NA;NA;7;6;"AL";1;1;27;270430
34;2022;"> 12";NA;NA;NA;NA;NA;6;7;"AL";1;1;27;270430
35;2022;"> 12";NA;NA;NA;NA;NA;6;5;"AL";1;1;27;270430
36;2022;"> 12";NA;NA;NA;NA;NA;5;6;"AL";1;1;27;270430
37;2022;"> 12";NA;NA;NA;NA;NA;3;3;"AL";1;1;27;270430
38;2022;"> 12";NA;NA;NA;NA;NA;3;1;"AL";1;1;27;270430
39;2022;"> 12";NA;NA;NA;NA;NA;2;4;"AL";1;1;27;270430
40;2022;"> 12";NA;NA;NA;NA;NA;3;1;"AL";1;1;27;270430
41;2022;"> 12";NA;NA;NA;NA;NA;4;4;"AL";1;1;27;270430
42;2022;"> 12";NA;NA;NA;NA;NA;5;6;"AL";1;1;27;270430
43;2022;"> 12";NA;NA;NA;NA;NA;7;4;"AL";1;1;27;270430
44;2022;"> 12";NA;NA;NA;NA;NA;8;10;"AL";1;1;27;270430
45;2022;"> 12";NA;NA;NA;NA;NA;14;11;"AL";1;1;27;270430
46;2022;"> 12";NA;NA;NA;NA;NA;23;22;"AL";1;1;27;270430
47;2022;"> 12";NA;NA;NA;NA;NA;29;35;"AL";1;1;27;270430
48;2022;"> 12";NA;NA;NA;NA;NA;32;30;"AL";1;1;27;270430
49;2022;"> 12";NA;NA;NA;NA;NA;25;30;"AL";1;1;27;270430
50;2022;"> 12";NA;NA;NA;NA;NA;19;15;"AL";1;1;27;270430
51;2022;"> 12";NA;NA;NA;NA;NA;12;11;"AL";1;1;27;270430
52;2022;"> 12";NA;NA;NA;NA;NA;8;9;"AL";1;1;27;270430
1;2023;"> 12";NA;NA;NA;NA;NA;6;5;"AL";1;1;27;270430
2;2023;"> 12";NA;NA;NA;NA;NA;4;5;"AL";1;1;27;270430
3;2023;"> 12";NA;NA;NA;NA;NA;4;2;"AL";1;1;27;270430
4;2023;"> 12";NA;NA;NA;NA;NA;4;5;"AL";1;1;27;270430
5;2023;"> 12";NA;NA;NA;NA;NA;7;4;"AL";1;1;27;270430
6;2023;"> 12";NA;NA;NA;NA;NA;9;12;"AL";1;1;27;270430
7;2023;"> 12";NA;NA;NA;NA;NA;10;12;"AL";1;1;27;270430
8;2023;"> 12";NA;NA;NA;NA;NA;8;7;"AL";1;1;27;270430
9;2023;"> 12";NA;NA;NA;NA;NA;5;4;"AL";1;1;27;270430
10;2023;"> 12";NA;NA;NA;NA;NA;6;5;"AL";1;1;27;270430
11;2023;"> 12";NA;NA;NA;NA;NA;6;8;"AL";1;1;27;270430
12;2023;"> 12";NA;NA;NA;NA;NA;8;4;"AL";1;1;27;270430
13;2023;"> 12";NA;NA;NA;NA;NA;10;13;"AL";1;1;27;270430
14;2023;"> 12";NA;NA;NA;NA;NA;13;13;"AL";1;1;27;270430
15;2023;"> 12";NA;NA;NA;NA;NA;13;13;"AL";1;1;27;270430
16;2023;"> 12";NA;NA;NA;NA;NA;13;12;"AL";1;1;27;270430
17;2023;"> 12";NA;NA;NA;NA;NA;16;13;"AL";1;1;27;270430
18;2023;"> 12";NA;NA;NA;NA;NA;16;23;"AL";1;1;27;270430
19;2023;"> 12";NA;NA;NA;NA;NA;17;12;"AL";1;1;27;270430
20;2023;"> 12";NA;NA;NA;NA;NA;13;16;"AL";1;1;27;270430
21;2023;"> 12";NA;NA;NA;NA;NA;12;10;"AL";1;1;27;270430
22;2023;"> 12";NA;NA;NA;NA;NA;12;9;"AL";1;1;27;270430
23;2023;"> 12";NA;NA;NA;NA;NA;11;17;"AL";1;1;27;270430
24;2023;"> 12";NA;NA;NA;NA;NA;11;8;"AL";1;1;27;270430
25;2023;"> 12";NA;NA;NA;NA;NA;8;8;"AL";1;1;27;270430
26;2023;"> 12";NA;NA;NA;NA;NA;9;9;"AL";1;1;27;270430
27;2023;"> 12";NA;NA;NA;NA;NA;8;9;"AL";1;1;27;270430
28;2023;"> 12";NA;NA;NA;NA;NA;8;6;"AL";1;1;27;270430
29;2023;"> 12";NA;NA;NA;NA;NA;8;9;"AL";1;1;27;270430
30;2023;"> 12";NA;NA;NA;NA;NA;6;8;"AL";1;1;27;270430
31;2023;"> 12";NA;NA;NA;NA;NA;5;2;"AL";1;1;27;270430
32;2023;"> 12";NA;NA;NA;NA;NA;4;6;"AL";1;1;27;270430
33;2023;"> 12";NA;NA;NA;NA;NA;6;5;"AL";1;1;27;270430
34;2023;"> 12";NA;NA;NA;NA;NA;5;8;"AL";1;1;27;270430
35;2023;"> 12";NA;NA;NA;NA;NA;4;2;"AL";1;1;27;270430
36;2023;"> 12";NA;NA;NA;NA;NA;2;3;"AL";1;1;27;270430
38;2023;"> 12";NA;NA;NA;NA;NA;3;1;"AL";1;1;27;270430
39;2023;"> 12";NA;NA;NA;NA;NA;3;4;"AL";1;1;27;270430
40;2023;"> 12";NA;NA;NA;NA;NA;4;5;"AL";1;1;27;270430
41;2023;"> 12";NA;NA;NA;NA;NA;3;2;"AL";1;1;27;270430
42;2023;"> 12";NA;NA;NA;NA;NA;2;2;"AL";1;1;27;270430
43;2023;"> 12";NA;NA;NA;NA;NA;3;2;"AL";1;1;27;270430
44;2023;"> 12";NA;NA;NA;NA;NA;3;5;"AL";1;1;27;270430
45;2023;"> 12";NA;NA;NA;NA;NA;3;3;"AL";1;1;27;270430
46;2023;"> 12";NA;NA;NA;NA;NA;3;1;"AL";1;1;27;270430
47;2023;"> 12";NA;NA;NA;NA;NA;4;6;"AL";1;1;27;270430
48;2023;"> 12";NA;NA;NA;NA;NA;7;6;"AL";1;1;27;270430
49;2023;"> 12";NA;NA;NA;NA;NA;8;8;"AL";1;1;27;270430
50;2023;"> 12";NA;NA;NA;NA;NA;8;9;"AL";1;1;27;270430
51;2023;"> 12";NA;NA;NA;NA;NA;7;7;"AL";1;1;27;270430
52;2023;"> 12";NA;NA;NA;NA;NA;6;6;"AL";1;1;27;270430
1;2024;"> 12";NA;NA;NA;NA;NA;6;6;"AL";1;1;27;270430
2;2024;"> 12";NA;NA;NA;NA;NA;5;6;"AL";1;1;27;270430
3;2024;"> 12";NA;NA;NA;NA;NA;4;4;"AL";1;1;27;270430
4;2024;"> 12";NA;NA;NA;NA;NA;5;3;"AL";1;1;27;270430
5;2024;"> 12";NA;NA;NA;NA;NA;5;7;"AL";1;1;27;270430
6;2024;"> 12";NA;NA;NA;NA;NA;5;5;"AL";1;1;27;270430
7;2024;"> 12";NA;NA;NA;NA;NA;5;4;"AL";1;1;27;270430
8;2024;"> 12";NA;NA;NA;NA;NA;6;6;"AL";1;1;27;270430
9;2024;"> 12";NA;NA;NA;NA;NA;11;8;"AL";1;1;27;270430
10;2024;"> 12";NA;NA;NA;NA;NA;11;18;"AL";1;1;27;270430
11;2024;"> 12";NA;NA;NA;NA;NA;12;8;"AL";1;1;27;270430
12;2024;"> 12";NA;NA;NA;NA;NA;9;10;"AL";1;1;27;270430
13;2024;"> 12";NA;NA;NA;NA;NA;10;8;"AL";1;1;27;270430
14;2024;"> 12";NA;NA;NA;NA;NA;13;12;"AL";1;1;27;270430
15;2024;"> 12";NA;NA;NA;NA;NA;15;20;"AL";1;1;27;270430
16;2024;"> 12";NA;NA;NA;NA;NA;14;12;"AL";1;1;27;270430
17;2024;"> 12";NA;NA;NA;NA;NA;11;9;"AL";1;1;27;270430
18;2024;"> 12";NA;NA;NA;NA;NA;11;12;"AL";1;1;27;270430
19;2024;"> 12";NA;NA;NA;NA;NA;10;12;"AL";1;1;27;270430
20;2024;"> 12";NA;NA;NA;NA;NA;8;7;"AL";1;1;27;270430
21;2024;"> 12";NA;NA;NA;NA;NA;5;4;"AL";1;1;27;270430
22;2024;"> 12";NA;NA;NA;NA;NA;3;4;"AL";1;1;27;270430
23;2024;"> 12";NA;NA;NA;NA;NA;3;1;"AL";1;1;27;270430
24;2024;"> 12";NA;NA;NA;NA;NA;3;4;"AL";1;1;27;270430
25;2024;"> 12";NA;NA;NA;NA;NA;5;3;"AL";1;1;27;270430
26;2024;"> 12";NA;NA;NA;NA;NA;5;8;"AL";1;1;27;270430
27;2024;"> 12";NA;NA;NA;NA;NA;5;4;"AL";1;1;27;270430
28;2024;"> 12";NA;NA;NA;NA;NA;4;4;"AL";1;1;27;270430
29;2024;"> 12";NA;NA;NA;NA;NA;3;3;"AL";1;1;27;270430
30;2024;"> 12";NA;NA;NA;NA;NA;2;1;"AL";1;1;27;270430
31;2024;"> 12";NA;NA;NA;NA;NA;2;2;"AL";1;1;27;270430
32;2024;"> 12";NA;NA;NA;NA;NA;2;2;"AL";1;1;27;270430
33;2024;"> 12";NA;NA;NA;NA;NA;2;3;"AL";1;1;27;270430
34;2024;"> 12";NA;NA;NA;NA;NA;3;2;"AL";1;1;27;270430
35;2024;"> 12";NA;NA;NA;NA;NA;4;5;"AL";1;1;27;270430
36;2024;"> 12";NA;NA;NA;NA;NA;6;4;"AL";1;1;27;270430
37;2024;"> 12";NA;NA;NA;NA;NA;5;9;"AL";1;1;27;270430
38;2024;"> 12";NA;NA;NA;NA;NA;5;1;"AL";1;1;27;270430
39;2024;"> 12";NA;NA;NA;NA;NA;4;5;"AL";1;1;27;270430
40;2024;"> 12";NA;NA;NA;NA;NA;5;6;"AL";1;1;27;270430
41;2024;"> 12";NA;NA;NA;NA;NA;5;4;"AL";1;1;27;270430
42;2024;"> 12";NA;NA;NA;NA;NA;4;5;"AL";1;1;27;270430
43;2024;"> 12";NA;NA;NA;NA;NA;3;4;"AL";1;1;27;270430
44;2024;"> 12";NA;NA;NA;NA;NA;2;1;"AL";1;1;27;270430
45;2024;"> 12";NA;NA;NA;NA;NA;2;2;"AL";1;1;27;270430
46;2024;"> 12";NA;NA;NA;NA;NA;2;3;"AL";1;1;27;270430
47;2024;"> 12";NA;NA;NA;NA;NA;2;1;"AL";1;1;27;270430
48;2024;"> 12";NA;NA;NA;NA;NA;2;1;"AL";1;1;27;270430
49;2024;"> 12";NA;NA;NA;NA;NA;2;3;"AL";1;1;27;270430
51;2024;"> 12";NA;NA;NA;NA;NA;2;1;"AL";1;1;27;270430
52;2024;"> 12";NA;NA;NA;NA;NA;4;2;"AL";1;1;27;270430
1;2025;"> 12";NA;NA;NA;NA;NA;5;8;"AL";1;1;27;270430
2;2025;"> 12";NA;NA;NA;NA;NA;5;5;"AL";1;1;27;270430
3;2025;"> 12";NA;NA;NA;NA;NA;4;1;"AL";1;1;27;270430
4;2025;"> 12";NA;NA;NA;NA;NA;3;5;"AL";1;1;27;270430
5;2025;"> 12";NA;NA;NA;NA;NA;4;4;"AL";1;1;27;270430
6;2025;"> 12";NA;NA;NA;NA;NA;3;2;"AL";1;1;27;270430
7;2025;"> 12";NA;NA;NA;NA;NA;2;3;"AL";1;1;27;270430
8;2025;"> 12";NA;NA;NA;NA;NA;3;2;"AL";1;1;27;270430
9;2025;"> 12";NA;NA;NA;NA;NA;3;3;"AL";1;1;27;270430
10;2025;"> 12";NA;NA;NA;NA;NA;2;3;"AL";1;1;27;270430
11;2025;"> 12";NA;NA;NA;NA;NA;2;1;"AL";1;1;27;270430
12;2025;"> 12";NA;NA;NA;NA;NA;1;1;"AL";1;1;27;270430
13;2025;"> 12";NA;NA;NA;NA;NA;2;1;"AL";1;1;27;270430
15;2025;"> 12";NA;NA;NA;NA;NA;3;5;"AL";1;1;27;270430
16;2025;"> 12";NA;NA;NA;NA;NA;4;4;"AL";1;1;27;270430
17;2025;"> 12";NA;NA;NA;NA;NA;3;4;"AL";1;1;27;270430
18;2025;"> 12";NA;NA;NA;NA;NA;4;1;"AL";1;1;27;270430
19;2025;"> 12";NA;NA;NA;NA;NA;7;8;"AL";1;1;27;270430
20;2025;"> 12";NA;NA;NA;NA;NA;9;13;"AL";1;1;27;270430
21;2025;"> 12";NA;NA;NA;NA;NA;12;6;"AL";1;1;27;270430
22;2025;"> 12";NA;NA;NA;NA;NA;14;18;"AL";1;1;27;270430
23;2025;"> 12";NA;NA;NA;NA;NA;16;17;"AL";1;1;27;270430
24;2025;"> 12";NA;NA;NA;NA;NA;18;14;"AL";1;1;27;270430
25;2025;"> 12";NA;NA;NA;NA;NA;15;23;"AL";1;1;27;270430
26;2025;"> 12";NA;NA;NA;NA;NA;13;7;"AL";1;1;27;270430
